Molecule_Name,Smiles,Mouse_fup,Source
CHEMBL4867844,Cc1nc(Nc2ncc(C(=O)Nc3c(C)csc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.05,CHEMBL 35
CHEMBL4448404,C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,0.00085,CHEMBL 35
CHEMBL5429389,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]2[C@@](CN2CCN4CCOC[C@@H]4C2)(OC)/C(F)=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0008,CHEMBL 35
CHEMBL4639667,COc1cccn2nc(N[C@@H]3[C@@H]4CC[C@H]3CN(c3nc(C)ns3)C4)nc12,0.16,CHEMBL 35
CHEMBL4475680,O=C1CCc2cc(N3CC[C@](O)(C(=O)NCc4cc(F)cc(Cl)c4)C3=O)ccc2N1,0.017,CHEMBL 35
CHEMBL4276864,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,0.007,CHEMBL 35
CHEMBL4786529,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2cc(F)cc(F)c2n1,0.022,CHEMBL 35
CHEMBL5070835,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2CNCCN2c2ccn3ncc1c3n2,0.28,CHEMBL 35
CHEMBL5193672,COc1ccc(C2(C(=O)N3CS(=O)(=O)C[C@@H]3C(=O)Nc3cccc4[nH]ncc34)CCCC2)cc1,0.952,CHEMBL 35
CHEMBL5194648,O=C(NCCO)c1ccc(-c2nnc(Cc3c[nH]c4ccccc34)nc2-c2ccccc2)cc1,0.011,CHEMBL 35
CHEMBL5074068,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)cn1,0.05,CHEMBL 35
CHEMBL5078176,Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,0.018,CHEMBL 35
CHEMBL3544978,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0.17,CHEMBL 35
CHEMBL4745453,COc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,0.2,CHEMBL 35
CHEMBL5181471,Cc1cc(NC(=O)OCc2ccc(Cl)cc2Cl)n(C2CCCCC2)n1,0.0049,CHEMBL 35
CHEMBL4788651,COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5cc6c(cn5)OCCO6)CO[C@@H]43)c2n1,0.047,CHEMBL 35
CHEMBL5182602,FC(F)(F)c1cccc(COC2CCN(Cc3ccc4[nH]cnc4c3)CC2)c1,0.161,CHEMBL 35
CHEMBL4786712,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(C4)C[S+]([O-])C5)cc3)ccc21)N(O)C=O,0.09,CHEMBL 35
CHEMBL4850733,Cc1nc(Nc2ncc(C(=O)Nc3c(C)noc3C)s2)cc(N2CCN(CCO)CC2)n1,0.44,CHEMBL 35
CHEMBL3980161,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1,0.024,CHEMBL 35
CHEMBL4753981,Nc1cc(Cc2ccccc2)c2nn[nH]c2n1,0.36,CHEMBL 35
CHEMBL4749847,CCCCCC[C@H]1OC[C@@H](C)NC(=O)[C@H](CO[C@H]2C[C@H](CN)C2)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCCC2)NC(=O)[C@H](CCC)N(C)C(=O)[C@@H]1C,0.011,CHEMBL 35
CHEMBL4753189,CC(C)Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.004,CHEMBL 35
CHEMBL4216983,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2CF)n1)c1cn(-c2ccc(C(F)(F)F)cc2)cn1,0.98,CHEMBL 35
CHEMBL4638633,COc1nc2ccccc2cc1-c1cnc([C@@H]2CN(CC3CCOC3)CCN2C(=O)n2c(C(F)(F)F)nc3ccccc32)[nH]1,0.0204,CHEMBL 35
CHEMBL4444085,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccncc1)CCO2,0.00023,CHEMBL 35
CHEMBL4474681,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccncn1)CCO2,0.00081,CHEMBL 35
CHEMBL4861277,Cl.c1ccc2oc(-c3ncc[nH]3)cc2c1,0.16,CHEMBL 35
CHEMBL4750966,O=C(c1cc2cccnc2n1-c1cc(F)c(Cl)c(F)c1)N1CC(F)(F)C1,0.051,CHEMBL 35
CHEMBL4758887,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C56CCN(CC5)CC6)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,0.042,CHEMBL 35
CHEMBL4452137,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,0.03,CHEMBL 35
CHEMBL4279883,CNc1cc(Nc2cc(F)cc(F)c2OC)nn2c(C(=O)NC[C@](C)(O)CO)cnc12,0.3,CHEMBL 35
CHEMBL4641004,COc1ccc2nc(C(F)(F)F)n(CC(=O)N3CC[C@H](NC4CCOC4)C[C@H]3c3ncc(-c4cc5ccccc5nc4OC)[nH]3)c2c1,0.047,CHEMBL 35
CHEMBL4533718,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O,0.206,CHEMBL 35
CHEMBL4451346,CCc1sc2ncnc(N[C@H](Cc3ccccc3)C(=O)O)c2c1-c1ccc(OCCN2CCN(C)CC2)c(Cl)c1C,0.002,CHEMBL 35
CHEMBL4447807,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cc1Cl,0.002,CHEMBL 35
CHEMBL4280298,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,0.002,CHEMBL 35
CHEMBL4741772,CN1CCC(c2nnc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)o2)CC1,0.033,CHEMBL 35
CHEMBL4291436,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,0.044,CHEMBL 35
CHEMBL4281240,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,0.48,CHEMBL 35
CHEMBL4468777,COc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1,0.087,CHEMBL 35
CHEMBL4541225,COC(=O)C1=C(CN2CC(F)(F)C[C@H]2C(=O)O)NC(c2nccs2)=N[C@@]1(C)c1ccc(F)cc1,0.081,CHEMBL 35
CHEMBL4471012,Cc1nn([C@@H]2CCN([C@H](C)c3cc(Cl)cc(Cl)c3)C2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc12,0.007,CHEMBL 35
CHEMBL4635478,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)cccn3n2)sn1,0.018,CHEMBL 35
CHEMBL4476835,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ccccc5Cl)cn4n3)c2)o1,0.015,CHEMBL 35
CHEMBL4580042,O=C(Nc1ccc(F)c(-c2nc3ncc(-c4ccc(Cl)cc4)cn3n2)c1)N1CCC(F)(F)C1,0.0137,CHEMBL 35
CHEMBL4170829,COc1ccc(-c2ccc(Cl)cc2-c2csc(N(C(=O)[C@@H](CC(=O)O)Cc3ccco3)C3CC3)n2)cn1,0.0041,CHEMBL 35
CHEMBL4745777,N#Cc1cnc2c(N3CCOCC3)cccc2c1N1CCN(c2ccccc2F)CC1,0.01,CHEMBL 35
CHEMBL4780225,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O,0.09,CHEMBL 35
CHEMBL4869199,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cncc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.14,CHEMBL 35
CHEMBL4859689,Cc1nc(Nc2ncc(C(=O)Nc3c(C)nn(C)c3C)s2)cc(N2CCN(CCO)CC2)n1,0.62,CHEMBL 35
CHEMBL4649550,Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)ccc(C(F)(F)F)n3n2)n1,0.031,CHEMBL 35
CHEMBL4649825,Cc1nsc(N2CC3CCC(C2)C3Nc2nc3c(-c4ccc(F)c(F)c4F)cccn3n2)n1,0.003,CHEMBL 35
CHEMBL4514194,COC(=O)c1c(F)cccc1-c1ccc(CCc2ncc(CC(C)(C)C)n2CC(=O)O)cc1,0.0167,CHEMBL 35
CHEMBL4460950,O=C1CCc2cc(N3CC[C@](O)(C(=O)NCc4cc(F)cc(F)c4)C3=O)ccc2N1,0.066,CHEMBL 35
CHEMBL4166818,O=C(O)C[C@@H](Cc1ccccc1)C(=O)N(c1nc(-c2ccccc2Cl)cs1)C1CC1,0.0025,CHEMBL 35
CHEMBL4748782,Cc1ccc(C#Cc2cc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)ccc2F)s1,0.007,CHEMBL 35
CHEMBL4639905,Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)C(F)(F)F)cccn3n2)n1,0.061,CHEMBL 35
CHEMBL3892956,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1,0.12,CHEMBL 35
CHEMBL4483354,C[C@@](CCN1Cc2cc(C#CC#CC3(N)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O.Cl,0.00078,CHEMBL 35
CHEMBL4165466,Oc1ccccc1-c1cncn1Cc1cc2cc(F)ccc2[nH]1,0.0449,CHEMBL 35
CHEMBL4174978,O=S(=O)(c1ccc(O)c2ncccc12)N1CCCC1Cc1ccccc1,0.5,CHEMBL 35
CHEMBL4175607,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,0.0287,CHEMBL 35
CHEMBL4210506,Cn1c(CNC2(C)CCC2)cc2cc3c(cc21)CCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.047,CHEMBL 35
CHEMBL4855726,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)ccnc3C)s2)cc(NN2CCN(CCO)CC2)n1,0.11,CHEMBL 35
CHEMBL4218301,CCNCc1cc2cc3c(cc2n1C)CCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.17,CHEMBL 35
CHEMBL4215444,Cn1c(CNC2(C)CCC2)cc2cc3c(cc21)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.15,CHEMBL 35
CHEMBL4868811,Cn1nccc1-c1nc2ccc(NC(=O)NCc3ccncc3)cn2n1,0.3,CHEMBL 35
CHEMBL4279180,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,0.002,CHEMBL 35
CHEMBL4758871,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(COC5)C4)cc3)ccc21)N(O)C=O,0.1,CHEMBL 35
CHEMBL4645689,Cc1nnc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OC(C)C(F)(F)F)ccc(C(F)(F)F)n3n2)o1,0.044,CHEMBL 35
CHEMBL4640370,C[N+]12CCC(c3ccc(-c4cc(C(=O)O)cc5cc(-c6ccc(C(F)(F)F)cc6)ccc45)cc3)(CC1)CC2,0.0094,CHEMBL 35
CHEMBL4464136,COc1ccc(/C(=C(\c2ccc(/C=C/C(=O)O)cc2)c2ccc3scnc3c2)C2CCC2)c(Cl)c1,0.002,CHEMBL 35
CHEMBL4448909,COc1ccc(/C(=C(\c2ccc(/C=C/C(=O)O)cc2)c2ccc(N3CCOCC3)cc2)C2CCC2)c(Cl)c1,0.004,CHEMBL 35
CHEMBL4582280,CN1CCN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)CC1,0.019,CHEMBL 35
CHEMBL4281335,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)n2)C1,0.056,CHEMBL 35
CHEMBL4206619,O=C(Nc1ccc(O)c(C(=O)O)c1)c1ccc(NC(=O)c2ccco2)cc1,0.046,CHEMBL 35
CHEMBL4524193,Cn1nc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,0.008,CHEMBL 35
CHEMBL3909586,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@H](C)F)n1)c1cn(-c2ccc(C(F)F)cc2)cn1,0.92,CHEMBL 35
CHEMBL4637222,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.012,CHEMBL 35
CHEMBL4638913,Cc1nnc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(O[C@@H](C)C(F)(F)F)ccc(C(F)(F)F)n3n2)o1,0.043,CHEMBL 35
CHEMBL4746231,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)N(O)C=O,0.09,CHEMBL 35
CHEMBL4649194,NCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1,0.0029,CHEMBL 35
CHEMBL4444341,C[C@@]1(c2ccc(F)cc2F)C[C@@H](c2cncnc2)SC(N)=N1,0.42,CHEMBL 35
CHEMBL4591797,O=C(NCc1cc(F)cc(F)c1)[C@@]1(O)CCN(c2cnc3[nH]cc(Cl)c3c2)C1=O,0.015,CHEMBL 35
CHEMBL4455718,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,0.28,CHEMBL 35
CHEMBL4447185,O[C@@H]1c2cnccc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,0.07,CHEMBL 35
CHEMBL5417067,CCOc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)s3)no2)C1,0.024,CHEMBL 35
CHEMBL5405450,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5ccc(F)c(CN(C)C)c5)cccc34)CC2)s1,0.0086,CHEMBL 35
CHEMBL5283476,COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)cc(OC)c1,0.93,CHEMBL 35
CHEMBL5284042,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnn2cc(-c3ccccc3)nc12,0.002,CHEMBL 35
CHEMBL3949501,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,0.21,CHEMBL 35
CHEMBL4456445,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,0.041,CHEMBL 35
CHEMBL4644426,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCC[C@H]3c2ccc(F)c(F)c2F)ncn1,0.014,CHEMBL 35
CHEMBL4763134,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.016,CHEMBL 35
CHEMBL4878564,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0.014,CHEMBL 35
CHEMBL4761506,C[C@H](Nc1cc(Cl)nc2c1cnn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O)c1ccc(F)cc1,0.0065,CHEMBL 35
CHEMBL4562895,CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.12,CHEMBL 35
CHEMBL4216473,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,0.049,CHEMBL 35
CHEMBL5085809,C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C[C@@H](C)N1,0.175,CHEMBL 35
CHEMBL5422155,Cc1[nH]c(C(=O)Nc2nc3c(OCc4cc[n+](C)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.108,CHEMBL 35
CHEMBL5428079,Cc1[nH]c(C(=O)/N=c2\sc3cc(C(=O)O)ccc3n2Cc2ccc(S(C)(=O)=O)cc2)c(Cl)c1Cl,0.0037,CHEMBL 35
CHEMBL5432249,COCC(Oc1cc(C(=O)O)cc2sc(NC(=O)c3[nH]c(C)c(Cl)c3Cl)nc12)c1ccccc1,0.001,CHEMBL 35
CHEMBL5394803,Cc1[nH]c(C(=O)Nc2nc3c(O[C@@H](C)c4ccccc4)cc(C(=O)O)cc3s2)cc1F,0.007,CHEMBL 35
CHEMBL4650365,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,0.23,CHEMBL 35
CHEMBL4742862,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,0.39,CHEMBL 35
CHEMBL5093161,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@@H]3[C@H](O)[C@@H](CO[P@@](=O)(S)O[C@H]2[C@H]1O)O[C@H]3n1cnc2c(N)ncnc21,0.32,CHEMBL 35
CHEMBL4165392,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,0.08,CHEMBL 35
CHEMBL4761695,[2H]C([2H])([2H])Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.01,CHEMBL 35
CHEMBL5433271,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](c3ccc(Cc4cccc(N)c4)cc3)O[C@]12C(=O)CO,0.0001,CHEMBL 35
CHEMBL5200348,Cc1cc2c(Nc3ccccc3F)cc(C(=O)NC3CC3)nc2cn1,0.055,CHEMBL 35
CHEMBL5204251,Cc1ccc2nc(C(=O)NCCC#N)cc(Nc3ccccc3F)c2c1,0.018,CHEMBL 35
CHEMBL5410900,OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cscn3)nn2)[C@H]1O,0.033,CHEMBL 35
CHEMBL5279308,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,0.1,CHEMBL 35
CHEMBL5284556,N[C@@H](Cc1c[nH]cn1)C(=O)NCc1cccc2cccnc12,0.0041,CHEMBL 35
CHEMBL4800248,CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,0.0899,CHEMBL 35
CHEMBL4745050,O=C(Nc1ccccc1C(=O)O)c1ccc(SC(F)(F)F)cc1,0.081,CHEMBL 35
CHEMBL4759521,O=C(Nc1cc(F)c(Br)cc1C(=O)O)c1ccc(SC(F)(F)F)cc1,0.052,CHEMBL 35
CHEMBL5079507,Cc1ccc(Sc2ccc3n[nH]c(=O)n3n2)cc1,0.00011,CHEMBL 35
CHEMBL4788859,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2cc(F)ccc2n1,0.01,CHEMBL 35
CHEMBL5418199,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5ccc(C)nc5)cccc34)CC2)s1,0.0011,CHEMBL 35
CHEMBL5424571,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cccc(CN(C)C)c5)cccc34)CC2)s1,0.0124,CHEMBL 35
CHEMBL5276709,Cc1[nH]c(C(=O)Nc2nc3c(N4[C@@H]5CC[C@H]4COC5)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.009,CHEMBL 35
CHEMBL5394590,OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3ccsc3)nn2)[C@H]1O,0.015,CHEMBL 35
CHEMBL5092328,CCS(=O)(=O)[C@]1(C)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)O4)ccc2F)N=C1N,0.035,CHEMBL 35
CHEMBL4165748,COc1ccc(-c2ccccc2-c2csc(N(C(=O)[C@@H](CC(=O)O)CC(C)C)C3CC3)n2)cn1,0.0107,CHEMBL 35
CHEMBL5395828,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccc(CN5CCS(=O)(=O)CC5)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.001,CHEMBL 35
CHEMBL5436841,CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,1,CHEMBL 35
CHEMBL5174509,O=C(Cc1ncc(C(F)(F)F)cc1C(F)(F)F)N(CC#Cc1ccc(C2CCNC2)cn1)c1ccc(F)cc1,0.019,CHEMBL 35
CHEMBL5187422,Nc1ccc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)nn1,0.052,CHEMBL 35
CHEMBL5197585,CC(C)(O)c1ccc(N2Cc3c(cc(C4(C)COC4)nc3-c3ccccc3OCC(F)F)C2=O)cc1,0.21,CHEMBL 35
CHEMBL4111330,O=C1[C@H](N2CCC(c3ccc(O)cc3)CC2)CCN1Cc1ccc(F)cc1,0.12,CHEMBL 35
CHEMBL5271811,Cc1[nH]c(C(=O)Nc2nc3c(N4C[C@H]5CC[C@@H](C4)O5)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.004,CHEMBL 35
CHEMBL4473871,Cn1ccc([C@H]2C[C@@H](C(F)(F)F)CCN2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)c(F)cc32)n1,0.0001,CHEMBL 35
CHEMBL4530176,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cnco1)CCO2,0.00027,CHEMBL 35
CHEMBL4637839,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(O[C@@H](C)C(F)(F)F)cccn3n2)sn1,0.034,CHEMBL 35
CHEMBL4645326,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)C(F)(F)F)cccn3n2)on1,0.032,CHEMBL 35
CHEMBL5174376,Cn1nc(N)cc1C#CCN(C(=O)Cc1ncc(C(F)(F)F)cc1C(F)(F)F)c1ccc(F)cc1,0.044,CHEMBL 35
CHEMBL5197173,O=C(Cc1ncc(C(F)(F)F)cc1C(F)(F)F)N(CC#Cc1cnn(C2CNC2)c1)c1ccc(F)cc1,0.051,CHEMBL 35
CHEMBL4639184,Cc1nsc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)cccn3n2)n1,0.06,CHEMBL 35
CHEMBL4645821,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1,0.006,CHEMBL 35
CHEMBL4643134,CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,0.00505,CHEMBL 35
CHEMBL4448852,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,0.0095,CHEMBL 35
CHEMBL4472351,CCc1sc2ncnc(O[C@H](Cc3ccccc3)C(=O)O)c2c1-c1ccc(OCCN2CCN(C)CC2)c(Cl)c1C,0.002,CHEMBL 35
CHEMBL4531747,O=C(NCC1(O)CCCC(F)(F)C1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,0.079,CHEMBL 35
CHEMBL4165309,Oc1ccc(F)cc1-c1cncn1Cc1cc2cc(F)ccc2[nH]1,0.0164,CHEMBL 35
CHEMBL4749141,Nc1ncc(-c2cnc(C3CCNCC3)s2)cc1OCc1ccncc1,0.38,CHEMBL 35
CHEMBL4436187,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,0.021,CHEMBL 35
CHEMBL4569507,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccnnc1)CCO2,0.00105,CHEMBL 35
CHEMBL4462278,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cc[nH]n1)CCO2,0.00013,CHEMBL 35
CHEMBL4864604,CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2[C@@H]1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.21,CHEMBL 35
CHEMBL5182688,O=C1NCc2nc(-c3c(F)cccc3F)cc(Nc3ccc(C(=O)N4CCOCC4)cc3)c21,0.0024,CHEMBL 35
CHEMBL4750685,CCOC(=O)c1cnc2c(OC)cccc2c1-c1cnc(-c2ccccc2OC)c(OC)c1,0.01,CHEMBL 35
CHEMBL4290130,C[C@](O)(CO)CNc1cc(Nc2cccc(-c3ccc(C(F)(F)F)cc3F)c2)nn2c(C(N)=O)cnc12,0.012,CHEMBL 35
CHEMBL5415746,C[C@H]1Cn2ncc(N3CCCC3=O)c2CN1C(=O)Nc1cc(F)c(F)c(F)c1,0.18,CHEMBL 35
CHEMBL5430648,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@]1(c2ccc(OC(F)(F)F)cc2)C[C@H](OC)C1,0.31,CHEMBL 35
CHEMBL4470092,Oc1ccc(-c2cc(-c3ccccc3Cl)nc3c2Cc2c(O)cccc2-3)cc1,0.999,CHEMBL 35
CHEMBL5089326,O=C(c1ccco1)N1CCN([C@@H]2CC(=O)N(c3ccc(-c4ccc(F)cc4)cc3)C2)CC1,0.24,CHEMBL 35
CHEMBL5084823,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C#N,0.079,CHEMBL 35
